beta1,beta2,beta3,alpha1,alpha2,alpha3,actual_beta1,actual_beta2,actual_beta3,actual_alpha1,actual_alpha2,actual_alpha3,x,y,z
-0.7292492425808152,-4.359815633957046,-9.107086964698636,24.020044885095214,22.54329305982432,2.561525991735633,-2.066987,-5.485875,-9.838115,23.525681,22.0138,2.98302,-9.2435809135437,12.207571411132813,-276.7697784423828
-0.2731363986948114,-2.53604413716097,-6.039896338262423,9.24080890212308,20.23290294877894,11.62363803397335,-1.290554,-3.763053,-6.793413,9.782737,20.608437,11.11596,14.017056655883788,9.294599342346192,-302.8958038330078
-0.4543792513201481,-6.438372039355259,-8.754360573502199,18.30729804623816,17.357931932108713,15.241299744688265,-1.290868,-5.495603,-7.771956,17.85967,17.773862,14.637381,17.707701873779296,26.895353317260742,-310.50865783691404
-7.437871692052303,-11.65870617527542,-17.151549562874997,17.05603671680463,2.820430167673585,0.2102266654087941,-5.757394,-10.755509,-16.233026,17.480071,3.213202,0.573694,-41.22454414367676,11.812306880950928,-276.5078125
-9.384032703610073,-13.230901036758478,-19.37325665874194,5.391466398945199,23.84889000408624,21.89184640512036,-7.932141,-12.386377,-18.345462,5.682772,23.386066,21.508696,-48.8588565826416,-5.955014085769653,-258.1727294921875
-9.526751781877394,-11.256421917987351,-13.109609356542668,21.78175042664484,10.85815048898029,3.4658781812778527,-8.18729,-12.10769,-13.951889,21.319408,11.481263,4.018681,-21.868830680847168,17.120883464813232,-305.350537109375
-3.449834879939422,-8.51399186997938,-11.990623359245872,24.612512295114367,6.5332361224213455,22.28013602512004,-4.675913,-9.428921,-12.828667,24.219119,6.984123,21.933004,-25.880777740478514,-0.8401562213897705,-272.41565856933596
-7.009811315693748,-8.712496086430546,-11.41659801748708,17.75098128959344,15.63488349270047,16.263107045574916,-5.485925,-9.347323,-12.385215,18.247574,15.045821,16.660059,-5.383294987678528,35.51499996185303,-318.1434051513672
-0.3534985199250009,-4.611199036550543,-5.185148630181839,22.27765163834217,11.113812105770045,7.315873570249601,-1.729298,-5.569355,-5.839976,21.765056,11.664857,7.719303,17.133439040184022,10.150917053222656,-304.6363067626953
-7.887062034628821,-13.72141355935888,-13.772682784148216,7.963293866709162,15.147825962455787,11.268510794156963,-5.923414,-12.824807,-13.104843,8.368273,14.690872,10.77325,-9.582691287994384,-10.432947969436645,-326.6972930908203
-4.463824751405859,-9.228180396723165,-10.06346196170264,6.672516439751379,18.563313648925284,18.01473373739276,-5.306725,-10.474312,-10.80944,7.057377,18.149526,17.407933,-7.501425933837891,7.723643398284912,-302.9179931640625
-3.365369832044159,-4.104611928021012,-6.661108385470332,8.176788403797605,0.7989256354613763,0.1179412633517586,-4.872375,-5.407415,-7.316892,7.768217,1.30727,0.567731,-2.6275670886039735,-7.274722957611084,-292.9917236328125
-4.384557646643341,-4.582034461751967,-9.532604116784333,9.20054014844801,4.588274128176269,14.761855396522742,-4.889635,-5.405846,-8.388332,8.489729,4.187521,14.28243,2.70179762840271,-19.7243483543396,-301.8648712158203
-4.473076910894802,-6.908205735625136,-8.272434239405344,19.97101454950558,5.58533554317374,12.383204253717704,-4.888066,-5.932464,-8.359772,19.642578,5.145352,12.790137,-0.8061349272727967,-4.119986939430237,-293.00555725097655
-15.347725853197636,-18.80486108022876,-23.730268155921053,12.645789757804495,23.46967048518357,9.541399490492337,-13.683372,-17.717066,-22.692902,13.255512,22.951401,10.292765,-58.966581559181215,8.940724968910217,-332.0097595214844
-6.459260565328945,-9.280906104366435,-15.637337260358136,18.269879911603944,3.289339339790008,1.9040958447786,-7.458875,-10.467721,-16.556279,17.855591,3.810433,2.296658,-53.465929412841795,11.969798469543457,-282.5277587890625
-12.906430641413923,-17.943965504799618,-18.73751874406296,25.0706421076302,23.779673952923613,13.224063977537892,-11.944859,-16.696926,-17.822296,24.564965,23.3801,12.897782,-42.86109161376953,26.046315956115723,-256.8665466308594
-2.759900995161022,-5.102853389656267,-8.534754804974087,22.86494078869909,16.050582829165055,13.864083226183036,-4.178481,-6.431465,-9.38445,23.323885,16.38716,13.258067,0.09144861698150634,27.789253425598144,-291.2068069458008
-5.430130331060736,-7.261768068442494,-13.553852328423975,10.578924453971544,3.963123595080613,1.3586822935661165,-4.624443,-6.641108,-12.674887,10.925103,4.498535,1.947358,-25.57101707458496,-12.23354368209839,-290.5954925537109
-1.3540327780109678,-6.368681519646211,-6.987608347372104,9.799887423627617,22.752296310613584,16.830616959325535,-3.643703,-6.611294,-7.658033,10.221481,22.342072,16.343085,-3.235696814954281,3.628245306015015,-290.6374176025391
-11.195994117119122,-16.87657768014685,-18.56516191975433,2.829126592644868,6.9934665913377305,14.72207530062663,-10.048971,-15.651536,-17.388574,3.412619,7.423494,15.195696,-34.445977634191514,-38.74170126914978,-282.67579345703126
-8.020020919283358,-9.892788806245418,-14.813814485755556,14.679092768773968,6.964439445276146,15.639073179092682,-9.247117,-11.163355,-15.59357,14.058307,7.420984,15.228649,-30.285257148742676,-6.97225329875946,-335.97533264160154
-4.221630215534479,-6.324036036397444,-7.535583736975949,4.283053353409266,16.162108881926475,21.916714547897776,-5.541161,-6.964046,-8.69903,4.647567,15.638345,21.509011,-0.624522602558136,-1.227630165219307,-301.924169921875
-6.258088757116509,-12.019496327752382,-16.26880876618211,18.453700671095586,9.451475313851931,3.0676776726140305,-5.833971,-10.845581,-15.269062,17.937502,10.091108,3.495201,-30.306594324111938,-1.3178172171115876,-306.52857666015626
-8.017652939895083,-12.51845474246362,-15.34360713958447,11.696740942462702,18.96185770581156,1.0727376593303135,-6.436851,-11.440158,-15.257764,12.300822,18.513576,1.436431,-30.135563468933107,29.48538076877594,-311.61194763183596
-7.174177883584358,-10.632424551555896,-14.387589784287549,5.01012560313166,22.813603160714425,17.208934096943977,-6.429633,-11.174966,-15.072287,5.259862,22.346467,16.699917,-32.79704481124878,4.8954711079597475,-268.3807504272461
-8.260798699725804,-9.742159309080026,-15.253124575322284,24.44188875405082,3.2961087694611124,7.00127939874481,-7.05277,-10.737621,-15.084213,24.137836,3.810119,7.542613,-26.362642288208008,-7.1972740650177,-261.88440856933596
-1.1577898231993746,-5.625864301931683,-9.76916427001754,22.90811095342369,23.63065222190508,10.700910381810449,-2.693405,-6.69195,-10.457943,23.409249,23.293796,10.07559,-13.864139175415039,3.8624032497406007,-272.02789306640625
-4.635504312067274,-8.058348060992728,-11.368242332206236,24.04528228179407,19.62659323578356,19.34198114954728,-3.248896,-7.167412,-10.760482,23.527566,20.15149,18.833551,-5.895282506942749,30.893979787826538,-278.5690887451172
-12.006955333749096,-13.123877290634653,-14.99086463081218,22.77776521757273,3.901303315039215,7.352519879712033,-10.321695,-12.219415,-14.155569,23.233185,4.245267,7.719931,-31.187705993652344,10.811930656433105,-268.9456420898438
-11.293220105105462,-12.266562918760227,-15.257830351906124,8.712949636843643,3.5601159876489863,12.43070206914418,-10.317301,-12.205293,-14.322216,9.159143,3.9035,12.01165,-27.16729793548584,-30.49836149215698,-304.7910919189453
-3.0536704606674,-8.02726358588173,-14.199221553440806,7.519668617568319,21.455541659123146,15.04599866136322,-4.697567,-8.816626,-14.293658,8.012069,20.981275,14.62514,-24.462124633789063,-13.35288600921631,-297.2010467529297
-0.3187803015414872,-4.294973302413627,-4.322829572210663,18.03374907385675,20.63077960029598,16.39438149099271,-2.067928,-5.479284,-5.147338,17.592112,20.953657,16.000688,12.770498466491699,15.38100824356079,-295.18357238769534
-6.245626404131649,-9.614943984221918,-12.425887727297836,22.81184872884174,3.9283181700674223,18.60090242574813,-4.722988,-8.750719,-11.622278,22.466797,4.335967,18.287931,-13.453437042236327,-4.037013864517212,-275.75653686523435
-11.838094340023904,-12.919920339232194,-17.92834784259172,17.475883565152454,11.076224175971218,2.7974171133138186,-9.182781,-11.877333,-16.774395,17.82435,10.729936,3.319767,-42.11114349365234,19.072825813293456,-294.88951416015624
-5.647502007741609,-7.588909496643657,-11.425175378455384,18.023723977638728,3.0959452243900376,2.479359239932081,-6.577136,-8.726554,-12.044075,17.848374,3.46741,2.980195,-30.5485538482666,14.473789978027344,-286.2532196044922
-11.284647407619936,-13.392152828913956,-16.93936954407358,6.98542771889372,8.946152608856472,5.501772266912873,-9.289485,-12.227889,-15.800702,7.567049,8.412081,5.184585,-31.571036338806152,-37.45020446777344,-299.26549072265624
-5.1832093630960685,-10.575511996080705,-15.213830136043637,15.945850568404348,16.066101174299288,24.588334132020066,-7.53451,-11.41411,-15.67454,15.477477,15.633324,24.047009,-26.156407165527344,34.674987411499025,-326.0578979492187
-10.610215945974936,-13.50055206758923,-19.68990945866796,11.282318343118508,2.500994017402129,12.100117610314076,-8.737132,-12.472054,-18.443066,11.618539,3.118423,12.44115,-40.06578044891357,-34.86869659423828,-322.10939636230466
-0.1489820277032407,-1.173722424877892,-1.5860458949011242,4.382601188795329,1.4499481517550683,5.093626904845629,-1.472893,-2.331957,-2.417415,4.650391,1.832006,5.517253,15.29690113067627,-7.537467122077942,-300.0759979248047
-0.4441463342391731,-4.5082608457717805,-10.61979892348012,5.325115886576334,6.7145160973307725,13.656633559392771,-1.470069,-3.436349,-9.95141,4.942887,6.211769,13.172077,0.6378999471664428,-24.69821467399597,-305.6802154541016
-6.52254455151421,-7.646058014036257,-11.29346918907558,21.979060265890297,9.004408955621052,13.307160389295127,-4.894343,-6.893433,-10.574376,21.406655,8.665974,13.155443,-2.3490920066833496,-1.443325674533844,-313.6558502197266
-10.4707774895503,-15.623453647014935,-21.339236122631185,10.697693719190076,22.421779893676632,7.176637457775176,-8.836933,-14.50101,-20.346486,11.194688,22.001873,7.551714,-61.84649028778076,-0.712367570400238,-284.21258239746095
-13.954903394303535,-18.222040505584943,-20.627995419972223,20.509463419355463,13.950933548508484,6.787147161922894,-12.637497,-17.123745,-20.337699,19.992193,14.327762,7.208063,-48.42372207641601,39.45156781673431,-319.4873413085937
-11.198759351762776,-16.10446360416801,-20.70564533685856,21.2625111483526,6.232276570898129,4.385640038540587,-12.087027,-16.848197,-20.332677,20.703975,6.626663,5.066897,-63.54609909057617,5.928368091583252,-277.5804809570312
-13.843454411153264,-13.969312964286416,-17.6247550128966,13.517012944590917,3.907747373156658,17.103501679637823,-12.554958,-15.263633,-18.674363,13.951289,4.496965,16.69207,-50.20285148620606,-10.648271846771241,-336.3563751220703
-1.1087328825954703,-6.130341402784818,-9.459111832625226,13.048342217990925,20.429859163362604,25.11206475634188,-4.346384,-6.971265,-10.355318,13.592888,19.929608,24.669032,-11.804109668731689,23.896869087219237,-307.04005737304686
-0.1091871503104648,-1.3000516810056184,-2.0095661413882486,2.3241422260215887,18.12065433706676,12.706957646366147,-1.009356,-2.442428,-2.669739,2.789966,18.490039,13.136298,22.04355936050415,8.924630689620972,-292.87244873046876
-8.010808418736952,-9.651987827193368,-14.547124878474207,23.28985809431519,16.302301233490752,4.463478085321097,-6.524412,-8.756996,-13.632717,22.825825,16.73161,5.070663,-23.728689002990723,23.903183126449584,-275.1864532470703
-13.394661348265428,-14.555691342520932,-18.28150453192013,25.04567399621556,9.711563849853114,24.68464582288472,-12.362576,-13.796132,-17.297247,24.569046,10.098012,24.225268,-49.06164493560791,3.2145954966545105,-264.0556915283203
-12.784716004302627,-17.193117258331707,-18.61133983620945,15.752825544081382,18.23698820867448,21.22572106833214,-12.361635,-15.995815,-17.473937,16.426207,17.799284,21.825357,-34.27591457366943,42.29949087500572,-323.2071044921875
-10.639338982160266,-13.49863645766374,-14.263023482990866,8.633711228439546,6.370401935328483,11.828183732482092,-11.752163,-14.47559,-15.064441,9.080056,6.979729,12.428597,-30.133312034606934,-26.11913070678711,-316.1226806640625
-10.259533550047788,-15.147972683253684,-15.68485760397332,18.453400845991062,6.433582883525267,13.256209397059225,-11.593676,-14.593278,-15.173028,17.865947,6.984123,12.898724,-24.929302787780763,9.78121337890625,-325.0531829833984
-10.94950562781101,-11.7274231331347,-14.88451688260916,12.30000072644904,24.80910208541597,20.515806164944767,-11.588655,-12.978273,-15.158906,12.912802,24.347033,20.053748,-26.297570037841798,22.075900650024415,-319.0814178466797
-13.580755114236252,-14.557152294350576,-17.41881546588258,21.041438320956576,18.237605628281333,20.86958478956058,-12.441977,-13.618186,-16.413796,20.688283,18.569752,20.48245,-28.203824615478517,45.19721698760986,-297.413671875
-0.7248993398818406,-2.7915407840600475,-7.903810998783153,9.52739258932084,25.042225344379464,6.952190177833117,-2.706272,-3.755835,-8.87321,9.866531,24.529058,7.286208,-7.191233968734741,-13.425306510925292,-294.255419921875
-9.30803022386944,-14.227168015102022,-20.17470299642546,13.96058632232173,5.01673427289962,18.83738930505634,-7.589431,-13.089058,-18.955247,13.37383,5.551457,18.384906,-40.231169843673705,-13.055011463165282,-343.0238006591797
-11.8494931264412,-17.631736179976578,-21.90243671773855,11.503424251582295,8.33579464740703,6.182302223725475,-9.540241,-16.433617,-20.946856,11.889694,7.721953,6.587607,-48.81343154907226,-45.14023885726929,-337.0127716064453
-9.719498435844136,-12.464470651352444,-14.088296957349405,5.100328171995771,6.489747805044636,11.447879209082885,-9.433851,-13.503951,-14.981902,5.60086,6.984123,10.947116,-30.80704517364502,-41.55419998168945,-297.6788726806641
-7.548213200112578,-8.854106239105072,-14.506962557132493,15.689297191000488,16.520485030997033,10.223120459574073,-8.731797,-10.037765,-14.984413,15.123156,16.059829,10.653364,-23.95830192565918,1.0827267646789551,-331.01279296875
-8.701626130049608,-9.816432735415908,-15.490110136147042,19.621916233033737,9.703473315335549,18.012789965280945,-8.746861,-10.056595,-15.086095,18.969712,10.103661,17.40605,-20.296463584899904,35.748620700836184,-328.34303894042966
-1.090183982710899,-6.7455817730219465,-9.621120033372913,15.550743836500288,8.371795059163793,18.357080015522367,-5.208808,-7.494744,-10.372893,16.070631,9.061095,17.853894,0.9622394561767578,13.48893871307373,-326.93772888183594
-4.636642483628661,-5.258032362861606,-7.370015246707225,2.4889703505206446,20.353246483930803,12.99002747649884,-5.221361,-6.433662,-8.259659,2.878154,19.931177,13.489993,-0.08916071802377701,7.2209508419036865,-284.8396270751953
-12.424676685656207,-12.67652432861577,-14.526739478778149,3.625648667909347,23.74503157741941,9.898053191299772,-10.837643,-11.777533,-13.632717,3.179124,23.380415,10.305947,-23.262700772285463,-13.688414812088013,-272.9040863037109
-10.557007909635104,-14.11595419533321,-18.74969647124913,3.834170561695727,24.29110366059898,23.4794521862789,-10.82101,-12.918016,-17.478331,3.266998,23.825123,22.981532,-43.777245903015135,-5.705167484283447,-257.53569946289065
-2.579515201275872,-4.708768480435207,-8.281771086919905,20.2544458849524,8.799709514556309,0.9460604683579414,-4.449008,-5.829212,-9.308502,19.659839,9.401922,1.344477,-8.107376432418823,21.861991786956786,-293.21014404296875
-10.565787698703897,-13.196025316851026,-16.828940016375658,9.028732561775746,17.74990504566631,0.157378102741834,-8.752197,-12.1306,-15.789404,9.510013,17.110725,0.570242,-26.141958045959473,13.82795696258545,-318.9113037109375
-3.062941541110412,-4.749823068529787,-6.054624648149231,18.30517789448128,8.874488462088516,18.552191958929896,-4.872375,-6.09158,-6.793727,17.860612,9.408512,18.116891,13.203390884399415,9.08614354133606,-309.26307678222656
-15.300920078697832,-15.401257156667928,-21.09303659609208,20.70505267886057,4.640055909009124,10.911429125589455,-13.954527,-14.521409,-19.989968,20.340865,4.863841,11.363263,-47.64605598449707,10.866497898101807,-282.02997436523435
-4.128595305251615,-4.6054807701984,-7.128157511005787,2.499252575278249,23.42249288441986,15.85246909253602,-5.454228,-5.575632,-7.66839,2.878155,23.03802,15.311188,-6.066149434447288,-9.068373012542725,-284.3628875732422
-12.371334959837029,-16.406540858991796,-18.870372639726945,3.40742417755528,11.731897080664424,4.460484649756748,-11.333505,-15.304746,-17.82261,3.091878,12.197437,5.073174,-39.00588840842247,-37.362946319580075,-286.1119750976562
-2.325514682853189,-3.1130525830954827,-3.7428601541794304,21.6547584994633,19.14896865657908,11.425818121732476,-4.093431,-4.289044,-4.530649,21.051391,18.607413,11.029969,15.080933380126954,5.700636386871338,-291.5286590576172
-0.8429409452402687,-3.9903321892232073,-4.861826283310627,22.93061670601829,4.4916796306368525,8.03998062885265,-2.602078,-4.292182,-4.562032,22.474955,4.860075,8.569174,12.607402038574218,2.7515692532062532,-292.43004455566404
-13.150077049243723,-17.456787486667885,-20.257543556124567,5.165200114669774,1.4503452053174644,9.087500456206918,-12.019239,-16.439894,-18.964662,5.602116,1.83734,8.688118,-36.695452499389646,-43.249247992038725,-277.8332946777344
-1.6655917178599342,-4.243860503738837,-7.441803604537287,11.046266119631694,0.737847119316833,4.074149260798797,-3.40299,-5.830154,-8.685535,10.5281,1.233519,4.539337,-7.937817692756653,-19.659577751159667,-292.4156494140625
-10.544307203377768,-13.545404614373023,-15.297922536120325,25.03220351939872,6.33782940119978,4.547104713365196,-9.26532,-12.480214,-14.324727,24.569361,5.68013,4.555971,-25.69175271987915,-6.412871789932251,-269.01267700195314
-12.55849303809683,-16.666789117072668,-21.98559415238321,18.391278911883017,18.215615313041432,10.278773144237352,-11.080239,-15.640865,-20.96349,18.85422,17.713292,9.889485,-46.24457607269287,35.72789793014526,-311.3859008789062
-15.567698286304072,-18.408217991733988,-24.01036066803163,11.447676158709196,18.974961880860864,7.359153986684178,-13.695299,-17.395071,-23.04785,11.960308,18.510751,7.721186,-61.788639068603516,-11.857815742492676,-343.276025390625
-2.385399684368691,-3.214210177670977,-5.973425747954098,22.81994077212633,18.563617246887585,0.0146525101486432,-4.001163,-4.439372,-6.713698,22.464913,18.501023,0.39669,-1.2252779006958008,12.457611274719238,-293.93128662109376
-4.405723903988704,-9.082976139834308,-14.84838261345159,16.72266094627062,1.8499086442153176,25.127141136227944,-4.204529,-8.055257,-14.057338,17.213938,2.273574,24.670288,-28.459554719924927,17.085393619537353,-276.96532287597654
-3.629975123097719,-9.01725651279278,-9.526002973808287,5.008683504299628,4.083925651680252,3.1668754602643143,-4.188838,-8.208723,-10.369127,5.408165,3.504442,3.664046,-9.69418454170227,-18.30625400543213,-283.4021057128906
-0.1887425460669263,-4.906725656593096,-8.472116236926013,4.611602249761371,14.565451356962232,14.824142644456316,-1.619769,-5.834234,-9.310385,4.994985,13.997606,14.284,5.336912441253662,-13.302348804473876,-316.65159606933594
-10.126314050345831,-10.730359407028113,-15.780044259901954,2.978223161667604,19.48537244210033,0.8505732768395193,-8.659929,-9.813371,-14.747465,3.41356,19.138425,1.26696,-30.053606605529787,-5.496755599975586,-269.4042541503906
-11.106696934976908,-12.901982757596068,-18.116990168248904,0.9451401042042972,12.676710094749165,1.5294893088635662,-9.877616,-11.791028,-16.94575,1.378955,13.267936,1.287987,-42.10587730407715,18.10968174934387,-265.051416015625
-5.541308236230993,-6.040731217108693,-9.168586847067298,24.943098170635388,8.191437758224334,14.211412147660266,-6.330461,-6.957142,-9.840312,24.564654,8.559584,13.76868,-13.068132209777833,-8.997164058685303,-279.7068572998047
-15.961181017707064,-21.44353219634556,-22.008437739542376,14.246304144012289,17.048083234273626,2.5446144900128123,-14.496837,-20.166879,-20.952191,14.90096,16.504706,2.982706,-48.45058164596558,21.25416660308838,-342.29649658203124
-0.3772560408688097,-3.48900808005316,-6.205373131519752,10.727766806615696,19.337898811834098,1.419666433789398,-1.812779,-4.885191,-6.805338,11.195003,18.866329,1.95081,2.3247342109680176,16.465131950378417,-303.8589752197266
-4.385239217422827,-7.116071396202614,-8.751462451251893,18.68354159334612,17.812677595243013,11.684812737342131,-2.711607,-6.107271,-7.782312,18.277073,18.468384,11.119726,0.28497403413057326,18.55177183151245,-293.9851928710938
-6.753877967526016,-9.697460749141117,-12.897998594192748,13.9640231158913,3.0720364349912783,6.779035966648422,-3.269295,-8.660334,-12.074203,14.382188,3.470234,7.207435,-14.794369143247604,-22.935382080078124,-297.56285400390624
-10.945045047906694,-14.216176393640223,-16.31720701604655,13.73328296025108,16.433156150411474,24.94172888176472,-5.933143,-13.190113,-15.352543,14.293059,16.05669,24.573627,-19.09005661010742,33.02785530090332,-331.7328277587891
-14.665523004138688,-19.084020815671,-25.06908826744897,14.953828247958636,0.8415797346872192,7.354707450821686,-12.711877,-18.075155,-24.099519,14.417336,1.395458,7.7215,-73.08301277160645,-24.25216426849365,-307.6267883300781
-3.3875898161398545,-6.325642352356356,-6.944564742925892,14.325833656241103,8.800781220624584,17.59132494949565,-5.366981,-7.409695,-7.589931,14.39474,8.32703,17.220886,3.202633571624756,-8.38186173439026,-311.2051971435547
-10.810959877387043,-13.301095321724624,-17.232918379898845,14.89559605900037,12.46494062816728,4.185349474112654,-8.666519,-12.225692,-16.254681,14.410119,11.877951,4.713517,-27.468188190460204,-12.413233995437622,-328.0167541503906
-14.463876774598804,-20.09862403429044,-22.2634030880735,2.929604115147141,22.2135280723777,4.4811825097203375,-13.237867,-19.104225,-21.395643,3.409794,21.752688,4.725128,-56.185485458374025,-15.495573997497559,-256.14245452880857
-8.005645523521231,-10.130881029652972,-10.551636693437931,9.687017535301878,22.471348830812705,23.75924426602952,-9.334992,-11.339417,-11.426444,9.189585,22.013171,23.331461,-27.41264190673828,-15.983533000946045,-284.80948944091796
-7.365723249627839,-10.796761060474488,-14.248610925955798,12.529592916641931,11.616050393778949,5.77546938452064,-9.147004,-11.334709,-13.289693,11.998909,12.194927,6.158278,-17.67499122619629,-18.862968063354494,-321.8594268798828
-12.974021861262344,-16.282487308255245,-17.883139723937283,19.35391285246413,15.893614739734357,11.97097972558144,-11.435188,-15.306943,-16.843439,18.887172,15.465422,11.475617,-26.054406929016114,38.81260108947754,-322.21197814941405
-6.430006137787592,-6.507317862621584,-8.426406656721158,24.10085247323381,20.95413052379014,23.996045805154004,-7.465779,-7.573518,-9.311954,23.5329,20.374316,23.596967,-9.947032690048218,20.384379386901855,-286.32293701171875
-11.187005123327843,-11.257852851933068,-11.675911196197212,12.185593984690406,14.916682726237472,8.602818534531158,-9.255905,-10.168634,-11.019083,12.814259,15.355892,9.255221,-4.3434768438339235,-2.6301248550415037,-318.14337768554685
-10.516938039754155,-10.54686870593191,-15.436110197328132,23.63066255402321,24.30981794256448,7.098492270219112,-9.266261,-10.301074,-14.656139,23.174812,23.821983,7.548575,-31.149473333358763,6.929943704605103,-271.30271301269534
-1.1060100979603824,-2.3650649199486287,-3.377999897552127,9.43291302060265,3.1944952270040594,5.743197764961607,-3.163533,-3.589501,-4.158124,9.790897,3.808864,6.156082,9.920431995391846,-8.455361986160279,-293.8452545166016
-15.406679889240728,-18.298646441465173,-23.627527221558047,24.97568301683073,23.98768388827558,1.0180838864184676,-14.213758,-17.383773,-22.606597,24.561199,23.393283,1.436118,-55.661291408538816,18.233712005615235,-246.28334350585936
-9.325573996784154,-13.7735555637559,-19.19305344774863,4.412965906681677,19.201870911574844,6.895485935970892,-10.547344,-14.471196,-19.89111,4.648822,19.638681,6.444184,-50.81344146728516,-19.265962600708008,-252.78152618408203
-11.637453746799387,-14.786425709049118,-20.0503830392305,0.1815272864975658,7.43436073255921,22.59171582815636,-10.843292,-14.497557,-19.902407,0.691653,8.027944,22.111578,-58.48825874328613,-8.784734630584717,-251.25661010742186
-12.65534283070145,-17.905283045145108,-22.90570157976197,6.105717124188925,19.964706405177395,1.520534700938803,-11.775073,-16.689708,-21.988795,5.706937,19.581249,1.954263,-69.764937210083,-14.177477073669433,-251.97438354492186
-9.187536890401644,-12.117538596137056,-14.568769774792706,2.754056545364328,9.911733198839284,3.8221052040498726,-10.03579,-13.24629,-15.505382,3.229338,10.297783,3.433376,-38.36497039794922,-33.49320726394653,-277.83847961425784
-14.4859299031314,-18.42587328337014,-24.568757572206508,0.4361984362300057,24.858703910101703,15.48537105049681,-13.512018,-17.379378,-23.577607,0.937074,24.433652,15.137637,-62.54555778503418,-1.580183219909668,-251.18067474365233
-15.287213761692488,-21.23581214212592,-25.52904450172356,24.99890420558772,15.67787732919482,7.788421121531078,-14.224741,-20.156521,-24.545795,24.558689,16.370213,8.237448,-78.56422729492188,30.592792654037474,-245.1080291748047
-15.443893041127668,-16.757274140631846,-16.97042407250374,16.841439244831488,7.49685549157265,18.012346905530563,-14.229448,-17.964057,-18.047317,17.467518,8.040183,17.405735,-43.90486106872559,23.116254806518555,-324.0079345703125
-2.154646639156285,-7.745886721923396,-13.282228981853065,22.249014924748217,23.827803326651075,18.490765358102607,-3.829808,-8.646526,-13.957224,21.765058,23.38073,18.112183,-18.915106582641602,36.41985378265381,-281.4228851318359
